id_sprzedaz,id_sklep,id_dokumentsprzedazy,ilosc_produktu,id_produkt
1000773,19922,1111111142,4,1011177
1000774,19922,1111111142,4,1011248
1000775,19922,1111111142,7,1011251
1000776,19922,1111111142,3,1011193
1000777,19922,1111111142,1,1011218
1000778,19922,1111111142,3,1011302
1000779,19922,1111111142,9,1011223
1000780,19922,1111111142,2,1011274
1000781,19922,1111111142,3,1011154
1000782,27710,1111111746,8,1011117
1000783,40690,1111111747,7,1011190
1000784,22518,1111111748,6,1011239
1000785,17326,1111111749,4,1011158
1000786,36796,1111111750,7,1011164
1000787,34200,1111111751,4,1011263
1000788,48478,1111111752,5,1011169
1000789,38094,1111111753,1,1011292
1000790,51074,1111111754,6,1011167
1000791,45882,1111111755,8,1011184
1000792,21220,1111111756,8,1011122
1000793,49776,1111111143,5,1011279
1000794,49776,1111111143,8,1011213
1000795,30306,1111111757,2,1011187
1000796,32902,1111111758,9,1011252
1000797,26412,1111111759,6,1011221
1000798,13432,1111111760,9,1011199
1000799,35498,1111111761,1,1011304
1000800,52372,1111111144,3,1011254
1000801,52372,1111111144,7,1011277
1000802,52372,1111111144,5,1011130
1000803,52372,1111111144,9,1011204
1000804,52372,1111111144,3,1011316
1000805,52372,1111111144,5,1011137
1000806,52372,1111111144,7,1011286
1000807,14730,1111111762,9,1011293
1000808,25114,1111111763,3,1011203
1000809,18624,1111111764,7,1011259
1000810,31604,1111111765,5,1011125
1000811,53670,1111111766,10,1011273
1000812,16028,1111111767,5,1011233
1000813,39392,1111111768,6,1011215
1000814,29008,1111111769,5,1011170
1000815,19922,1111111145,9,1011288
1000816,19922,1111111145,5,1011113
1000817,19922,1111111145,7,1011212
1000818,19922,1111111145,2,1011272
1000819,19922,1111111145,9,1011185
1000820,19922,1111111145,3,1011298
1000821,19922,1111111145,4,1011160
1000822,27710,1111111770,10,1011162
1000823,40690,1111111771,8,1011305
1000824,22518,1111111772,10,1011171
1000825,17326,1111111773,8,1011296
1000826,36796,1111111774,7,1011232
1000827,34200,1111111775,1,1011156
1000828,48478,1111111776,4,1011225
1000829,38094,1111111777,3,1011243
1000830,51074,1111111778,4,1011176
1000831,45882,1111111779,5,1011114
1000832,21220,1111111780,6,1011284
1000833,49776,1111111781,1,1011236
1000834,44584,1111111782,9,1011147
1000835,30306,1111111783,3,1011301
1000836,32902,1111111784,4,1011123
1000837,26412,1111111785,7,1011216
1000838,13432,1111111786,6,1011313
1000839,35498,1111111787,10,1011146
1000840,52372,1111111788,6,1011250
1000841,54968,1111111789,8,1011257
1000842,43286,1111111790,3,1011182
1000843,41988,1111111791,9,1011209
1000844,47180,1111111792,6,1011319
1000845,23816,1111111146,2,1011202
1000846,23816,1111111146,7,1011271
1000847,23816,1111111146,2,1011208
1000848,23816,1111111146,3,1011267
1000849,18624,1111111793,3,1011134
1000850,31604,1111111794,3,1011323
1000851,53670,1111111795,1,1011183
1000852,16028,1111111796,6,1011149
1000853,39392,1111111797,8,1011310
1000854,29008,1111111147,10,1011320
1000855,29008,1111111147,6,1011280
1000856,29008,1111111147,2,1011140
1000857,29008,1111111147,8,1011247
1000858,29008,1111111147,1,1011231
1000859,29008,1111111147,8,1011242
1000860,29008,1111111147,4,1011290
1000861,29008,1111111147,6,1011265
1000862,41988,1111111798,8,1011186
1000863,53670,1111111148,10,1011180
1000864,53670,1111111148,9,1011266
1000865,53670,1111111148,7,1011322
1000866,53670,1111111148,9,1011196
1000867,53670,1111111148,10,1011300
1000868,53670,1111111148,10,1011262
1000869,53670,1111111148,9,1011245
1000870,53670,1111111148,8,1011317
1000871,53670,1111111148,9,1011241
1000872,32902,1111111799,5,1011282
1000873,23816,1111111800,6,1011324
1000874,14730,1111111801,10,1011189
1000875,17326,1111111802,9,1011309
1000876,21220,1111111149,8,1011324
1000877,21220,1111111149,1,1011220
1000878,21220,1111111149,8,1011290
1000879,21220,1111111149,7,1011256
1000880,21220,1111111149,2,1011285
1000881,21220,1111111149,1,1011213
1000882,21220,1111111149,10,1011325
1000883,21220,1111111149,9,1011273
1000884,21220,1111111149,1,1011205
1000885,21220,1111111149,5,1011168
1000886,21220,1111111149,6,1011193
1000887,21220,1111111149,1,1011154
1000888,21220,1111111149,3,1011288
1000889,21220,1111111149,5,1011148
1000890,49776,1111111803,3,1011286
1000891,44584,1111111804,4,1011243
1000892,16028,1111111150,3,1011323
1000893,16028,1111111150,9,1011166
1000894,16028,1111111150,1,1011274
1000895,16028,1111111150,8,1011202
1000896,16028,1111111150,8,1011224
1000897,16028,1111111150,7,1011147
1000898,16028,1111111150,10,1011174
1000899,16028,1111111150,9,1011307
1000900,41988,1111111151,8,1011242
1000901,41988,1111111151,5,1011279
1000902,41988,1111111151,10,1011149
1000903,41988,1111111151,10,1011280
1000904,40690,1111111805,9,1011191
1000905,45882,1111111806,9,1011207
1000906,27710,1111111807,3,1011251
1000907,19922,1111111808,4,1011158
1000908,47180,1111111809,7,1011184
1000909,18624,1111111810,1,1011259
1000910,32902,1111111811,2,1011319
1000911,23816,1111111812,6,1011299
1000912,14730,1111111813,5,1011234
1000913,17326,1111111814,7,1011235
1000914,21220,1111111815,9,1011169
1000915,36796,1111111816,3,1011167
1000916,43286,1111111817,1,1011164
1000917,48478,1111111818,4,1011270
1000918,30306,1111111152,8,1011170
1000919,30306,1111111152,9,1011140
1000920,30306,1111111152,7,1011303
1000921,30306,1111111152,10,1011247
1000922,30306,1111111152,2,1011152
1000923,30306,1111111152,10,1011135
1000924,35498,1111111819,5,1011225
1000925,52372,1111111820,6,1011262
1000926,34200,1111111821,5,1011226
1000927,51074,1111111822,3,1011312
1000928,49776,1111111823,7,1011261
1000929,44584,1111111824,9,1011159
1000930,16028,1111111153,6,1011199
1000931,16028,1111111153,6,1011253
1000932,16028,1111111153,7,1011151
1000933,16028,1111111153,8,1011246
1000934,16028,1111111153,3,1011163
1000935,16028,1111111153,8,1011182
1000936,16028,1111111153,10,1011214
1000937,39392,1111111154,6,1011128
1000938,39392,1111111154,1,1011296
1000939,39392,1111111154,9,1011194
1000940,39392,1111111154,5,1011240
1000941,39392,1111111154,10,1011211
1000942,39392,1111111154,10,1011165
1000943,53670,1111111825,6,1011195
1000944,30306,1111111826,1,1011291
1000945,25114,1111111827,4,1011276
1000946,36796,1111111828,2,1011138
1000947,22518,1111111829,10,1011198
1000948,32902,1111111830,3,1011115
1000949,45882,1111111831,8,1011311
1000950,51074,1111111832,5,1011210
1000951,35498,1111111155,8,1011171
1000952,35498,1111111155,3,1011125
1000953,35498,1111111155,2,1011305
1000954,35498,1111111155,5,1011112
1000955,14730,1111111833,1,1011216
1000956,31604,1111111834,9,1011209
1000957,29008,1111111835,3,1011177
1000958,23816,1111111836,4,1011267
1000959,52372,1111111837,7,1011157
1000960,47180,1111111838,8,1011130
1000961,26412,1111111839,5,1011301
1000962,40690,1111111156,7,1011277
1000963,40690,1111111156,7,1011316
1000964,40690,1111111156,10,1011229
1000965,40690,1111111156,2,1011318
1000966,40690,1111111156,8,1011201
1000967,40690,1111111156,4,1011212
1000968,40690,1111111156,2,1011300
1000969,19922,1111111840,4,1011200
1000970,43286,1111111157,5,1011175
1000971,43286,1111111157,6,1011127
1000972,43286,1111111157,3,1011187
1000973,43286,1111111157,8,1011293
1000974,43286,1111111157,10,1011233
1000975,43286,1111111157,5,1011271
1000976,43286,1111111157,9,1011227
1000977,43286,1111111157,5,1011179
1000978,43286,1111111157,10,1011255
1000979,43286,1111111157,6,1011204
1000980,43286,1111111157,5,1011249
1000981,43286,1111111157,2,1011153
1000982,43286,1111111157,3,1011244
1000983,43286,1111111157,4,1011228
1000984,43286,1111111157,1,1011283
1000985,43286,1111111157,4,1011190
1000986,43286,1111111157,10,1011111
1000987,43286,1111111157,6,1011118
1000988,43286,1111111157,7,1011162
1000989,43286,1111111157,10,1011284
1000990,43286,1111111157,2,1011320
1000991,43286,1111111157,10,1011186
1000992,43286,1111111157,9,1011208
1000993,43286,1111111157,2,1011197
1000994,43286,1111111157,5,1011141
1000995,43286,1111111157,6,1011298
1000996,43286,1111111157,6,1011203
1000997,43286,1111111157,6,1011156
1000998,43286,1111111157,1,1011124
1000999,43286,1111111157,2,1011215
1001000,43286,1111111157,2,1011306
1001001,43286,1111111157,6,1011252
1001002,43286,1111111157,2,1011248
1001003,43286,1111111157,10,1011134
1001004,43286,1111111157,1,1011136
1001005,43286,1111111157,9,1011281
1001006,43286,1111111157,7,1011275
1001007,43286,1111111157,2,1011241
1001008,43286,1111111157,8,1011116
1001009,43286,1111111157,3,1011223
1001010,49776,1111111841,8,1011142
1001011,34200,1111111842,1,1011143
1001012,22518,1111111158,7,1011196
1001013,22518,1111111158,10,1011172
1001014,22518,1111111158,6,1011120
1001015,22518,1111111158,3,1011315
1001016,22518,1111111158,6,1011245
1001017,22518,1111111158,6,1011282
1001018,22518,1111111158,1,1011289
1001019,32902,1111111843,5,1011123
1001020,25114,1111111844,1,1011173
1001021,30306,1111111845,10,1011263
1001022,44584,1111111846,10,1011137
1001023,47180,1111111847,10,1011146
1001024,43286,1111111159,2,1011250
1001025,43286,1111111159,6,1011219
1001026,43286,1111111159,7,1011222
1001027,43286,1111111159,1,1011232
1001028,43286,1111111159,4,1011269
1001029,43286,1111111159,9,1011326
1001030,43286,1111111159,2,1011238
1001031,43286,1111111159,1,1011265
1001032,35498,1111111848,1,1011314
1001033,18624,1111111849,8,1011321
1001034,48478,1111111850,4,1011176
1001035,45882,1111111851,10,1011310
1001036,16028,1111111852,4,1011237
1001037,40690,1111111853,9,1011294
1001038,13432,1111111854,5,1011239
1001039,19922,1111111160,8,1011185
1001040,19922,1111111160,7,1011183
1001041,52372,1111111855,9,1011230
1001042,38094,1111111856,5,1011161
1001043,21220,1111111161,6,1011221
1001044,21220,1111111161,2,1011268
1001045,21220,1111111161,10,1011129
1001046,21220,1111111161,1,1011287
1001047,21220,1111111161,4,1011139
1001048,21220,1111111161,7,1011178
1001049,21220,1111111161,6,1011133
1001050,21220,1111111161,2,1011150
1001051,49776,1111111857,2,1011295
1001052,34200,1111111858,9,1011114
1001053,22518,1111111859,1,1011308
1001054,39392,1111111860,3,1011132
1001055,51074,1111111861,9,1011126
1001056,29008,1111111862,4,1011206
1001057,26412,1111111863,2,1011192
1001058,41988,1111111864,5,1011297
1001059,31604,1111111865,2,1011188
1001060,32902,1111111162,9,1011160
1001061,32902,1111111162,8,1011181
1001062,32902,1111111162,6,1011217
1001063,32902,1111111162,6,1011122
1001064,32902,1111111162,5,1011236
1001065,32902,1111111162,9,1011180
1001066,32902,1111111162,8,1011119
1001067,32902,1111111162,5,1011292
1001068,32902,1111111162,10,1011231
1001069,32902,1111111162,7,1011272
1001070,32902,1111111162,8,1011322
1001071,17326,1111111866,2,1011155
1001072,23816,1111111867,2,1011257
1001073,35498,1111111868,8,1011266
1001074,18624,1111111869,5,1011121
1001075,48478,1111111870,1,1011117
1001076,45882,1111111871,4,1011113
1001077,16028,1111111163,6,1011304
1001078,16028,1111111163,5,1011278
1001079,16028,1111111163,4,1011302
1001080,16028,1111111163,9,1011317
1001081,16028,1111111163,8,1011258
1001082,16028,1111111163,9,1011145
1001083,16028,1111111163,2,1011254
1001084,16028,1111111163,2,1011313
1001085,16028,1111111163,3,1011218
1001086,16028,1111111163,2,1011264
1001087,16028,1111111163,8,1011131
1001088,16028,1111111163,2,1011260
1001089,16028,1111111163,3,1011144
1001090,16028,1111111163,3,1011322
1001091,49776,1111111872,5,1011155
1001092,34200,1111111873,1,1011269
1001093,22518,1111111874,9,1011193
1001094,39392,1111111875,6,1011113
1001095,51074,1111111164,3,1011115
1001096,51074,1111111164,2,1011206
1001097,51074,1111111164,8,1011271
1001098,51074,1111111164,3,1011240
1001099,51074,1111111164,1,1011265
1001100,51074,1111111164,10,1011319
1001101,51074,1111111164,2,1011300
1001102,51074,1111111164,1,1011227
1001103,51074,1111111164,7,1011114
1001104,51074,1111111164,6,1011297
1001105,51074,1111111164,8,1011275
1001106,36796,1111111876,9,1011310
1001107,14730,1111111877,1,1011260
1001108,54968,1111111878,10,1011184
1001109,27710,1111111165,4,1011287
1001110,27710,1111111165,7,1011251
1001111,27710,1111111165,9,1011286
1001112,23816,1111111879,1,1011322
1001113,35498,1111111880,2,1011326
1001114,18624,1111111881,1,1011309
1001115,48478,1111111166,7,1011321
1001116,48478,1111111166,9,1011194
1001117,48478,1111111166,5,1011173
1001118,48478,1111111166,9,1011263
1001119,48478,1111111166,9,1011325
1001120,48478,1111111166,4,1011151
1001121,53670,1111111882,5,1011229
1001122,52372,1111111883,8,1011143
1001123,38094,1111111167,7,1011279
1001124,38094,1111111167,3,1011158
1001125,38094,1111111167,6,1011141
1001126,38094,1111111167,9,1011318
1001127,38094,1111111167,2,1011223
1001128,38094,1111111167,8,1011323
1001129,38094,1111111167,2,1011146
1001130,38094,1111111167,8,1011144
1001131,38094,1111111167,4,1011190
1001132,38094,1111111167,9,1011219
1001133,38094,1111111167,6,1011152
1001134,49776,1111111884,5,1011195
1001135,34200,1111111885,3,1011128
1001136,22518,1111111886,5,1011305
1001137,39392,1111111887,7,1011273
1001138,51074,1111111888,2,1011282
1001139,29008,1111111889,5,1011216
1001140,26412,1111111168,8,1011120
1001141,26412,1111111168,9,1011308
1001142,26412,1111111168,9,1011112
1001143,26412,1111111168,2,1011185
1001144,26412,1111111168,2,1011155
1001145,26412,1111111168,2,1011198
1001146,26412,1111111168,10,1011248
1001147,26412,1111111168,1,1011148
1001148,26412,1111111168,8,1011270
1001149,36796,1111111890,3,1011246
1001150,14730,1111111891,5,1011255
1001151,54968,1111111892,2,1011211
1001152,27710,1111111893,9,1011180
1001153,12134,1111111894,6,1011307
1001154,17326,1111111895,10,1011157
1001155,23816,1111111896,7,1011324
1001156,35498,1111111897,3,1011191
1001157,18624,1111111898,4,1011233
1001158,48478,1111111899,10,1011276
1001159,45882,1111111900,2,1011203
1001160,16028,1111111169,4,1011303
1001161,16028,1111111169,8,1011138
1001162,16028,1111111169,2,1011239
1001163,16028,1111111169,8,1011281
1001164,16028,1111111169,9,1011294
1001165,16028,1111111169,4,1011192
1001166,16028,1111111169,9,1011153
1001167,16028,1111111169,5,1011182
1001168,16028,1111111169,5,1011127
1001169,16028,1111111169,4,1011187
1001170,16028,1111111169,9,1011135
1001171,16028,1111111169,2,1011124
1001172,16028,1111111169,8,1011228
1001173,16028,1111111169,7,1011188
1001174,16028,1111111169,3,1011320
1001175,16028,1111111169,9,1011299
1001176,47180,1111111901,6,1011296
1001177,18624,1111111902,6,1011137
1001178,22518,1111111903,7,1011232
1001179,30306,1111111904,4,1011242
1001180,44584,1111111905,7,1011278
1001181,54968,1111111906,5,1011174
1001182,31604,1111111907,3,1011274
1001183,32902,1111111908,6,1011159
1001184,35498,1111111170,3,1011231
1001185,35498,1111111170,3,1011207
1001186,35498,1111111170,2,1011205
1001187,25114,1111111909,7,1011221
1001188,43286,1111111910,5,1011166
1001189,29008,1111111911,5,1011202
1001190,26412,1111111912,2,1011179
1001191,38094,1111111171,10,1011169
1001192,38094,1111111171,1,1011238
1001193,38094,1111111171,9,1011175
1001194,38094,1111111171,3,1011292
1001195,38094,1111111171,4,1011264
1001196,52372,1111111913,3,1011241
1001197,21220,1111111914,9,1011176
1001198,45882,1111111915,9,1011178
1001199,40690,1111111916,10,1011267
1001200,13432,1111111917,10,1011183
1001201,39392,1111111172,10,1011122
1001202,39392,1111111172,1,1011266
1001203,39392,1111111172,5,1011149
1001204,39392,1111111172,6,1011302
1001205,39392,1111111172,7,1011283
1001206,39392,1111111172,8,1011189
1001207,41988,1111111918,1,1011285
1001208,49776,1111111919,5,1011139
1001209,17326,1111111920,7,1011130
1001210,36796,1111111173,4,1011131
1001211,36796,1111111173,5,1011284
1001212,36796,1111111173,4,1011315
1001213,36796,1111111173,3,1011164
1001214,36796,1111111173,10,1011177
1001215,26412,1111111921,1,1011172
1001216,21220,1111111922,2,1011154
1001217,32902,1111111923,3,1011301
1001218,53670,1111111924,5,1011162
1001219,14730,1111111925,1,1011235
1001220,38094,1111111926,6,1011306
1001221,45882,1111111927,8,1011140
1001222,54968,1111111928,2,1011247
1001223,30306,1111111929,2,1011116
1001224,18624,1111111930,5,1011208
1001225,35498,1111111931,2,1011170
1001226,29008,1111111932,10,1011181
1001227,41988,1111111933,6,1011253
1001228,23816,1111111934,9,1011244
1001229,40690,1111111174,8,1011291
1001230,40690,1111111174,7,1011236
1001231,40690,1111111174,1,1011311
1001232,40690,1111111174,9,1011186
1001233,40690,1111111174,2,1011256
1001234,40690,1111111174,8,1011237
1001235,40690,1111111174,1,1011243
1001236,40690,1111111174,2,1011218
1001237,40690,1111111174,8,1011125
1001238,40690,1111111174,7,1011295
1001239,40690,1111111174,8,1011126
1001240,40690,1111111174,2,1011257
1001241,39392,1111111935,7,1011272
1001242,43286,1111111936,10,1011312
1001243,25114,1111111937,7,1011199
1001244,52372,1111111938,4,1011280
1001245,51074,1111111939,2,1011245
1001246,12134,1111111940,7,1011298
1001247,26412,1111111941,6,1011259
1001248,21220,1111111942,4,1011123
1001249,32902,1111111943,7,1011145
1001250,53670,1111111944,5,1011313
1001251,14730,1111111945,4,1011209
1001252,38094,1111111946,7,1011249
1001253,45882,1111111947,5,1011220
1001254,54968,1111111948,1,1011121
1001255,30306,1111111949,5,1011252
1001256,18624,1111111950,2,1011160
1001257,35498,1111111951,1,1011147
1001258,29008,1111111175,1,1011316
1001259,29008,1111111175,3,1011258
1001260,29008,1111111175,7,1011196
1001261,29008,1111111175,8,1011167
1001262,29008,1111111175,9,1011111
1001263,29008,1111111175,10,1011254
1001264,29008,1111111175,10,1011168
1001265,29008,1111111175,1,1011210
1001266,29008,1111111175,7,1011317
1001267,29008,1111111175,1,1011134
1001268,19922,1111111952,4,1011268
1001269,22518,1111111953,9,1011293
1001270,44584,1111111954,8,1011197
1001271,48478,1111111955,1,1011132
1001272,16028,1111111956,3,1011262
1001273,39392,1111111957,6,1011156
1001274,43286,1111111958,8,1011288
1001275,25114,1111111176,8,1011118
1001276,25114,1111111176,7,1011129
1001277,25114,1111111176,3,1011250
1001278,25114,1111111176,1,1011224
1001279,27710,1111111959,10,1011290
1001280,13432,1111111960,10,1011142
1001281,39392,1111111961,6,1011217
1001282,32902,1111111962,7,1011213
1001283,17326,1111111963,2,1011234
1001284,48478,1111111964,9,1011204
1001285,27710,1111111965,5,1011215
1001286,22518,1111111966,3,1011136
1001287,40690,1111111967,6,1011261
1001288,36796,1111111968,1,1011201
1001289,44584,1111111969,6,1011226
1001290,52372,1111111970,7,1011289
1001291,23816,1111111971,9,1011161
1001292,13432,1111111972,2,1011214
1001293,53670,1111111973,6,1011150
1001294,41988,1111111974,1,1011230
1001295,12134,1111111975,3,1011222
1001296,21220,1111111177,2,1011119
1001297,21220,1111111177,6,1011225
1001298,21220,1111111177,7,1011133
1001299,21220,1111111177,9,1011117
1001300,21220,1111111177,3,1011212
1001301,21220,1111111177,5,1011314
1001302,35498,1111111976,7,1011200
1001303,34200,1111111977,2,1011304
1001304,26412,1111111978,3,1011277
1001305,25114,1111111979,10,1011171
1001306,14730,1111111980,5,1011163
1001307,49776,1111111981,4,1011165
1001308,43286,1111111982,3,1011228
1001309,16028,1111111983,4,1011267
1001310,54968,1111111984,1,1011221
1001311,19922,1111111985,8,1011253
1001312,45882,1111111986,5,1011225
1001313,31604,1111111987,6,1011244
1001314,51074,1111111178,7,1011111
1001315,51074,1111111178,7,1011175
1001316,51074,1111111178,5,1011211
1001317,51074,1111111178,5,1011197
1001318,51074,1111111178,9,1011193
1001319,51074,1111111178,2,1011127
1001320,51074,1111111178,3,1011274
1001321,51074,1111111178,1,1011291
1001322,51074,1111111178,8,1011306
1001323,53670,1111111179,1,1011320
1001324,53670,1111111179,8,1011141
1001325,53670,1111111179,4,1011310
1001326,53670,1111111179,1,1011178
1001327,53670,1111111179,8,1011283
1001328,36796,1111111988,3,1011123
1001329,12134,1111111989,9,1011325
1001330,34200,1111111990,7,1011112
1001331,48478,1111111991,9,1011195
1001332,22518,1111111992,9,1011303
1001333,38094,1111111993,10,1011156
1001334,32902,1111111994,7,1011314
1001335,49776,1111111995,10,1011245
1001336,14730,1111111996,2,1011185
1001337,17326,1111111997,8,1011214
1001338,43286,1111111998,7,1011171
1001339,21220,1111111999,4,1011299
1001340,51074,1111112000,6,1011204
1001341,40690,1111111180,4,1011146
1001342,40690,1111111180,6,1011237
1001343,40690,1111111180,3,1011142
1001344,40690,1111111180,10,1011260
1001345,40690,1111111180,8,1011252
1001346,40690,1111111180,5,1011132
1001347,40690,1111111180,3,1011278
1001348,40690,1111111180,10,1011128
1001349,40690,1111111180,7,1011199
1001350,35498,1111112001,10,1011183
1001351,52372,1111112002,2,1011321
1001352,54968,1111112003,6,1011312
1001353,45882,1111112004,4,1011162
1001354,31604,1111111181,3,1011159
1001355,31604,1111111181,7,1011297
1001356,31604,1111111181,8,1011315
1001357,31604,1111111181,3,1011212
1001358,31604,1111111181,1,1011136
1001359,31604,1111111181,6,1011276
1001360,31604,1111111181,4,1011192
1001361,31604,1111111181,6,1011126
1001362,31604,1111111181,5,1011280
1001363,53670,1111112005,8,1011268
1001364,13432,1111112006,10,1011290
1001365,19922,1111112007,3,1011140
1001366,25114,1111112008,2,1011155
1001367,23816,1111112009,2,1011203
1001368,36796,1111112010,4,1011198
1001369,12134,1111112011,8,1011294
1001370,34200,1111112012,4,1011160
1001371,48478,1111112013,6,1011287
1001372,22518,1111112014,9,1011120
1001373,38094,1111112015,4,1011191
1001374,32902,1111112016,3,1011259
1001375,49776,1111112017,5,1011304
1001376,14730,1111111182,8,1011143
1001377,14730,1111111182,6,1011113
1001378,14730,1111111182,10,1011293
1001379,14730,1111111182,7,1011133
1001380,14730,1111111182,8,1011224
1001381,14730,1111111182,1,1011163
1001382,14730,1111111182,6,1011271
1001383,14730,1111111182,2,1011152
1001384,14730,1111111182,8,1011238
1001385,29008,1111112018,2,1011167
1001386,30306,1111112019,2,1011168
1001387,16028,1111112020,7,1011116
1001388,27710,1111112021,1,1011281
1001389,44584,1111112022,4,1011122
1001390,35498,1111112023,6,1011235
1001391,52372,1111112024,8,1011313
1001392,54968,1111112025,4,1011305
1001393,45882,1111112026,2,1011170
1001394,31604,1111112027,8,1011131
1001395,47180,1111112028,4,1011324
1001396,26412,1111111183,3,1011181
1001397,26412,1111111183,9,1011229
1001398,26412,1111111183,5,1011124
1001399,26412,1111111183,9,1011300
1001400,26412,1111111183,1,1011317
1001401,26412,1111111183,9,1011265
1001402,26412,1111111183,2,1011207
1001403,26412,1111111183,10,1011186
1001404,35498,1111112029,1,1011157
1001405,45882,1111112030,6,1011247
1001406,54968,1111112031,1,1011309
1001407,30306,1111112032,10,1011318
1001408,47180,1111112033,3,1011121
1001409,53670,1111112034,4,1011243
1001410,13432,1111112035,2,1011272
1001411,36796,1111112036,1,1011148
1001412,38094,1111112037,6,1011231
1001413,39392,1111112038,6,1011166
1001414,49776,1111112039,6,1011301
1001415,18624,1111112040,4,1011119
1001416,44584,1111112041,10,1011180
1001417,17326,1111111184,10,1011307
1001418,17326,1111111184,5,1011179
1001419,17326,1111111184,1,1011158
1001420,17326,1111111184,4,1011248
1001421,17326,1111111184,8,1011289
1001422,17326,1111111184,4,1011114
1001423,21220,1111112042,2,1011269
1001424,40690,1111112043,2,1011188
1001425,41988,1111112044,9,1011130
1001426,26412,1111112045,7,1011210
1001427,14730,1111111185,8,1011263
1001428,14730,1111111185,10,1011326
1001429,14730,1111111185,3,1011173
1001430,14730,1111111185,6,1011219
1001431,16028,1111112046,4,1011149
1001432,27710,1111112047,3,1011145
1001433,12134,1111112048,2,1011282
1001434,34200,1111112049,3,1011174
1001435,32902,1111111186,1,1011236
1001436,32902,1111111186,5,1011118
1001437,32902,1111111186,2,1011215
1001438,32902,1111111186,7,1011144
1001439,32902,1111111186,6,1011153
1001440,32902,1111111186,10,1011226
1001441,32902,1111111186,9,1011298
1001442,32902,1111111186,10,1011222
1001443,32902,1111111186,3,1011117
1001444,32902,1111111186,10,1011319
1001445,32902,1111111186,7,1011194
1001446,32902,1111111186,2,1011223
1001447,32902,1111111186,9,1011308
1001448,32902,1111111186,3,1011254
1001449,32902,1111111186,1,1011134
1001450,32902,1111111186,1,1011184
1001451,32902,1111111186,7,1011286
1001452,32902,1111111186,8,1011216
1001453,32902,1111111186,7,1011177
1001454,32902,1111111186,8,1011288
1001455,32902,1111111186,5,1011206
1001456,32902,1111111186,10,1011270
1001457,32902,1111111186,5,1011277
1001458,32902,1111111186,3,1011250
1001459,32902,1111111186,4,1011296
1001460,32902,1111111186,7,1011217
1001461,32902,1111111186,1,1011165
1001462,32902,1111111186,6,1011323
1001463,32902,1111111186,9,1011284
1001464,32902,1111111186,8,1011316
1001465,32902,1111111186,2,1011201
1001466,32902,1111111186,5,1011239
1001467,32902,1111111186,6,1011189
1001468,32902,1111111186,7,1011257
1001469,32902,1111111186,2,1011150
1001470,32902,1111111186,9,1011209
1001471,32902,1111111186,3,1011135
1001472,32902,1111111186,6,1011147
1001473,32902,1111111186,2,1011213
1001474,32902,1111111186,1,1011227
1001475,32902,1111111186,5,1011251
1001476,32902,1111111186,4,1011169
1001477,32902,1111111186,1,1011218
1001478,32902,1111111186,2,1011322
1001479,32902,1111111186,6,1011200
1001480,32902,1111111186,6,1011233
1001481,32902,1111111186,9,1011240
1001482,32902,1111111186,6,1011255
1001483,14730,1111112050,10,1011138
1001484,54968,1111112051,10,1011125
1001485,40690,1111112052,2,1011273
1001486,44584,1111112053,10,1011205
1001487,35498,1111112054,1,1011172
1001488,23816,1111112055,5,1011232
1001489,49776,1111112056,2,1011220
1001490,29008,1111112057,2,1011275
1001491,18624,1111112058,10,1011266
1001492,21220,1111112059,4,1011154
1001493,45882,1111112060,2,1011292
1001494,53670,1111112061,1,1011302
1001495,22518,1111112062,1,1011258
1001496,30306,1111112063,5,1011230
1001497,32902,1111112064,9,1011137
1001498,12134,1111112065,6,1011187
1001499,25114,1111112066,1,1011176
1001500,19922,1111112067,4,1011246
1001501,47180,1111112068,9,1011164
1001502,26412,1111112069,1,1011279
1001503,41988,1111112070,9,1011190
1001504,16028,1111112071,1,1011261
1001505,13432,1111112072,7,1011202
1001506,38094,1111111187,7,1011256
1001507,38094,1111111187,6,1011295
1001508,38094,1111111187,4,1011241
1001509,38094,1111111187,3,1011115
1001510,38094,1111111187,6,1011242
1001511,38094,1111111187,8,1011208
1001512,38094,1111111187,7,1011262
1001513,38094,1111111187,6,1011264
1001514,38094,1111111187,8,1011196
1001515,31604,1111112073,5,1011139
1001516,43286,1111111188,6,1011285
1001517,43286,1111111188,8,1011151
1001518,43286,1111111188,8,1011182
1001519,43286,1111111188,6,1011249
1001520,43286,1111111188,9,1011129
1001521,43286,1111111188,9,1011234
1001522,43286,1111111188,5,1011311
1001523,43286,1111111188,4,1011161
1001524,43286,1111111188,10,1011241
1001525,43286,1111111188,8,1011115
1001526,43286,1111111188,8,1011242
1001527,14730,1111112074,3,1011208
1001528,54968,1111112075,4,1011262
1001529,40690,1111112076,7,1011264
1001530,44584,1111112077,7,1011128
1001531,35498,1111111189,7,1011177
1001532,35498,1111111189,7,1011206
1001533,35498,1111111189,9,1011258
1001534,35498,1111111189,1,1011288
1001535,35498,1111111189,7,1011179
1001536,35498,1111111189,10,1011215
1001537,35498,1111111189,5,1011212
1001538,35498,1111111189,7,1011161
1001539,35498,1111111189,5,1011211
1001540,35498,1111111189,1,1011320
1001541,35498,1111111189,2,1011277
1001542,12134,1111112078,7,1011144
1001543,25114,1111112079,3,1011166
1001544,19922,1111112080,2,1011119
1001545,47180,1111112081,7,1011220
1001546,26412,1111112082,8,1011133
1001547,41988,1111112083,1,1011152
